"element"	"state"	"cell"
"927"	"chr11,50999358,Symi,1"	"inactive"	"95"
"928"	"chr11,58739310,Souda,1"	"inactive"	"95"
"929"	"chr11,58810944,Andros,1"	"inactive"	"95"
"930"	"chr11,74036298,Crete,1"	"inactive"	"95"
"931"	"chr1,92546156,Rhodes,0"	"active"	"95"
"932"	"chr7,86295200,Thira,0"	"active"	"95"
"933"	"chr7,102673445,Pontikonisi,0"	"active"	"95"
"934"	"chr7,108797663,Ios,0"	"active"	"95"
"935"	"chr7,140187230,Fourni,1"	"active"	"95"
"936"	"chr7,140187230,Fourni,0"	"active"	"95"
"937"	"chr1,92546156,Rhodes,0"	"inactive"	"96"
"938"	"chr11,58739310,Souda,1"	"inactive"	"96"
"939"	"chr11,58810944,Andros,1"	"inactive"	"96"
"940"	"chr11,59576044,Delos,1"	"inactive"	"96"
"941"	"chr11,87897263,Naxos,1"	"inactive"	"96"
"942"	"chr11,87907305,Kasos,1"	"inactive"	"96"
"943"	"chr11,87937384,Sifnos,1"	"inactive"	"96"
"944"	"chr10,128978954,Poros,1"	"active"	"96"
"945"	"chr10,130098702,Kithira,1"	"active"	"96"
"946"	"chr11,49575570,Skyros,0"	"active"	"96"
"947"	"chr11,50999358,Symi,0"	"active"	"96"
"948"	"chr11,74036298,Crete,1"	"active"	"96"
"949"	"chr7,86295200,Thira,0"	"active"	"96"
"950"	"chr7,108797663,Ios,0"	"active"	"96"
"951"	"chr7,140187230,Fourni,0"	"active"	"96"
